Date,Market,Grade,Min Price (Rs./ Qtl),Max Price (Rs./Qtl),Modal Price (Rs./Qtl),Festival,is_amavasya,is_ekadashi,is_purnima,Tithi,Nakshatra,Day,Month,Year,Week,Temp Max (°C),Rain (mm),Heat Stress,Rain Alert,Agro Advisory
2022-01-01,NASIK,OTHER,300.0,1575,1250.0,"Paush Amavasya, New Year's Day",1,0,0,Krishna Trayodashi,Jyeshtha,1,1,2022,52,26.4,0.0,No,No,Normal conditions
2022-01-01,LASALGAON,OTHER,500.0,2152,1550.0,"Paush Amavasya, New Year's Day",1,0,0,Krishna Trayodashi,Jyeshtha,1,1,2022,52,26.0,0.1,No,No,Normal conditions
2022-01-01,PIMPALGAON,OTHER,450.0,2627,1750.0,"Paush Amavasya, New Year's Day",1,0,0,Krishna Trayodashi,Jyeshtha,1,1,2022,52,25.7,0.0,No,No,Normal conditions
2022-01-01,CHANDVAD,OTHER,711.0,1930,1430.0,"Paush Amavasya, New Year's Day",1,0,0,Krishna Trayodashi,Jyeshtha,1,1,2022,52,24.7,0.0,No,No,Normal conditions
2022-01-01,MANMAD,OTHER,200.0,1416,1100.0,"Paush Amavasya, New Year's Day",1,0,0,Krishna Trayodashi,Jyeshtha,1,1,2022,52,25.4,0.1,No,No,Normal conditions
2022-01-01,SINNER,OTHER,500.0,1711,1500.0,"Paush Amavasya, New Year's Day",1,0,0,Krishna Trayodashi,Jyeshtha,1,1,2022,52,25.9,0.0,No,No,Normal conditions
2022-01-01,DEVALA,OTHER,250.0,1850,1375.0,"Paush Amavasya, New Year's Day",1,0,0,Krishna Trayodashi,Jyeshtha,1,1,2022,52,26.5,0.1,No,No,Normal conditions
2022-01-01,LASALGAON(NIPHAD),OTHER,500.0,1575,1450.0,"Paush Amavasya, New Year's Day",1,0,0,Krishna Trayodashi,Jyeshtha,1,1,2022,52,26.0,0.1,No,No,Normal conditions
2022-01-01,PIMPALGAON BASWANT(SAYKHEDA),OTHER,1000.0,1801,1400.0,"Paush Amavasya, New Year's Day",1,0,0,Krishna Trayodashi,Jyeshtha,1,1,2022,52,26.0,0.0,No,No,Normal conditions
2022-01-01,LASALGAON(VINCHUR),OTHER,500.0,1850,1550.0,"Paush Amavasya, New Year's Day",1,0,0,Krishna Trayodashi,Jyeshtha,1,1,2022,52,26.0,0.1,No,No,Normal conditions
2022-01-01,NAMPUR,OTHER,400.0,2050,1400.0,"Paush Amavasya, New Year's Day",1,0,0,Krishna Trayodashi,Jyeshtha,1,1,2022,52,26.2,0.1,No,No,Normal conditions
2022-01-01,SHIVSIDDHA GOVIND PRODUCER COMPANY LIMITED SANCHAL,OTHER,300.0,2300,1825.0,"Paush Amavasya, New Year's Day",1,0,0,Krishna Trayodashi,Jyeshtha,1,1,2022,52,26.4,0.0,No,No,Normal conditions
